id,gene_name,gene_id_ensembl101,gene_type,entrez_id
ENSG00000128710,HOXD10,ENSG00000128710,protein_coding,3236
ENSG00000225214,AC079790.1,ENSG00000225214,lncRNA,
ENSG00000249438,KRT18P45,ENSG00000249438,processed_pseudogene,391803
ENSG00000255274,SMIM35,ENSG00000255274,protein_coding,100526771
ENSG00000255387,AC015689.1,ENSG00000255387,processed_pseudogene,
ENSG00000125505,MBOAT7,ENSG00000125505,protein_coding,79143
ENSG00000235151,AC131097.3,ENSG00000235151,lncRNA,
ENSG00000264332,,,,
ENSG00000228150,AL357140.2,ENSG00000228150,lncRNA,
ENSG00000119431,HDHD3,ENSG00000119431,protein_coding,81932
ENSG00000160058,BSDC1,ENSG00000160058,protein_coding,55108
ENSG00000227108,IGHD1-14,ENSG00000227108,IG_D_gene,28508
ENSG00000222636,RN7SKP54,ENSG00000222636,misc_RNA,107080626
ENSG00000233366,ZNF90P2,ENSG00000233366,processed_pseudogene,100419606
ENSG00000244502,HDAC11-AS1,ENSG00000244502,lncRNA,100874101
ENSG00000255246,AP000793.1,ENSG00000255246,lncRNA,
ENSG00000240888,AC131210.1,ENSG00000240888,lncRNA,
ENSG00000271079,CTAGE15,ENSG00000271079,protein_coding,441294
ENSG00000214047,RPS11P7,ENSG00000214047,processed_pseudogene,642687
ENSG00000174521,TTC9B,ENSG00000174521,protein_coding,148014
ENSG00000215957,MIR300,ENSG00000215957,miRNA,100126297
ENSG00000170860,LSM3,ENSG00000170860,protein_coding,27258
ENSG00000267801,AC087289.5,ENSG00000267801,lncRNA,
ENSG00000243519,IGLVIVOR22-2,ENSG00000243519,IG_V_pseudogene,84087
ENSG00000281674,,,,
ENSG00000225315,AL591178.1,ENSG00000225315,lncRNA,
ENSG00000254887,AC010247.1,ENSG00000254887,lncRNA,
ENSG00000229690,MTCO2P1,ENSG00000229690,processed_pseudogene,140909
ENSG00000280418,AC007326.2,ENSG00000280418,lncRNA,
ENSG00000223620,RBM48P1,ENSG00000223620,processed_pseudogene,132817
ENSG00000212186,RNU6-258P,ENSG00000212186,snRNA,106481259
ENSG00000173261,PLAC8L1,ENSG00000173261,protein_coding,153770
ENSG00000243505,RN7SL240P,ENSG00000243505,misc_RNA,106479310
ENSG00000235827,TUBB8P9,ENSG00000235827,unprocessed_pseudogene,255208
ENSG00000256987,AC023050.5,ENSG00000256987,processed_pseudogene,
ENSG00000133020,MYH8,ENSG00000133020,protein_coding,4626
ENSG00000269235,ZNF350-AS1,ENSG00000269235,lncRNA,101669766
ENSG00000147649,MTDH,ENSG00000147649,protein_coding,92140
ENSG00000222463,,,,
ENSG00000117758,STX12,ENSG00000117758,protein_coding,23673
ENSG00000099995,SF3A1,ENSG00000099995,protein_coding,10291
ENSG00000279962,AP001525.1,ENSG00000279962,TEC,
ENSG00000214344,OR4F13P,ENSG00000214344,transcribed_unprocessed_pseudogene,390651
ENSG00000211905,IGHJ1,ENSG00000211905,IG_J_gene,28483
ENSG00000172315,TP53RK,ENSG00000172315,protein_coding,112858
ENSG00000244493,SLC9A9-AS2,ENSG00000244493,lncRNA,106480356
ENSG00000115145,STAM2,ENSG00000115145,protein_coding,10254
ENSG00000103429,BFAR,ENSG00000103429,protein_coding,51283
ENSG00000225830,ERCC6,ENSG00000225830,protein_coding,2074
ENSG00000236325,AC005300.1,ENSG00000236325,processed_pseudogene,
ENSG00000228915,OR7E128P,ENSG00000228915,unprocessed_pseudogene,81175
ENSG00000174951,FUT1,ENSG00000174951,protein_coding,2523
ENSG00000131051,RBM39,ENSG00000131051,protein_coding,9584
ENSG00000216083,,,,
ENSG00000223656,HMGB3P10,ENSG00000223656,processed_pseudogene,100129320
ENSG00000224346,BICD1P1,ENSG00000224346,processed_pseudogene,391472
ENSG00000252108,RNU6-1232P,ENSG00000252108,snRNA,106480105
ENSG00000198223,CSF2RA,ENSG00000198223,protein_coding,1438
ENSG00000268789,VN1R87P,ENSG00000268789,unprocessed_pseudogene,100312832
ENSG00000188803,SHISA6,ENSG00000188803,protein_coding,388336
ENSG00000163689,CFAP20DC,ENSG00000163689,protein_coding,
ENSG00000234851,RPL23AP42,ENSG00000234851,processed_pseudogene,647099
ENSG00000278708,AC004080.16,ENSG00000278708,misc_RNA,
ENSG00000256576,LINC02361,ENSG00000256576,lncRNA,100996246
ENSG00000255143,AP000879.2,ENSG00000255143,lncRNA,
ENSG00000266143,,,,
ENSG00000264283,,,,
ENSG00000262623,AC004584.2,ENSG00000262623,processed_pseudogene,
ENSG00000242068,AC108734.3,ENSG00000242068,processed_pseudogene,
ENSG00000254949,GNG5P3,ENSG00000254949,processed_pseudogene,100101932
ENSG00000253008,MIR2355,ENSG00000253008,miRNA,100423036
ENSG00000278736,FO393412.1,ENSG00000278736,processed_pseudogene,
ENSG00000178896,EXOSC4,ENSG00000178896,protein_coding,54512
ENSG00000184828,ZBTB7C,ENSG00000184828,protein_coding,201501
ENSG00000231582,MTND4LP21,ENSG00000231582,processed_pseudogene,107075306
ENSG00000156253,RWDD2B,ENSG00000156253,protein_coding,10069
ENSG00000260107,AC005606.1,ENSG00000260107,lncRNA,
ENSG00000224045,PAEPP1,ENSG00000224045,transcribed_unprocessed_pseudogene,138159
ENSG00000211643,IGLV5-52,ENSG00000211643,IG_V_gene,28779
ENSG00000264950,,,,
ENSG00000231172,AC007099.1,ENSG00000231172,lncRNA,
ENSG00000174945,AMZ1,ENSG00000174945,protein_coding,155185
ENSG00000274998,SNORA17A,ENSG00000274998,snoRNA,677804
ENSG00000135519,KCNH3,ENSG00000135519,protein_coding,23416
ENSG00000242659,AC108693.2,ENSG00000242659,lncRNA,
ENSG00000231023,LINC00326,ENSG00000231023,lncRNA,285735
ENSG00000038274,MAT2B,ENSG00000038274,protein_coding,27430
ENSG00000211991,MIR676,ENSG00000211991,miRNA,100500887
ENSG00000266043,MIR3649,ENSG00000266043,miRNA,100500816
ENSG00000171223,JUNB,ENSG00000171223,protein_coding,3726
ENSG00000179832,MROH1,ENSG00000179832,protein_coding,727957
ENSG00000169696,ASPSCR1,ENSG00000169696,protein_coding,79058
ENSG00000252601,AC024589.2,ENSG00000252601,snoRNA,
ENSG00000224051,CPTP,ENSG00000224051,protein_coding,80772
ENSG00000086205,FOLH1,ENSG00000086205,protein_coding,2346
ENSG00000196295,GARS1-DT,ENSG00000196295,lncRNA,
ENSG00000226725,PABPC1L2B-AS1,ENSG00000226725,lncRNA,101928345
ENSG00000255863,,,,
ENSG00000147113,DIPK2B,ENSG00000147113,protein_coding,79742
ENSG00000224370,AC093392.2,ENSG00000224370,processed_pseudogene,
ENSG00000272741,AC069257.3,ENSG00000272741,protein_coding,
ENSG00000231724,AC112907.1,ENSG00000231724,lncRNA,
ENSG00000151834,GABRA2,ENSG00000151834,protein_coding,2555
ENSG00000232964,LINC01737,ENSG00000232964,lncRNA,101927553
ENSG00000266472,MRPS21,ENSG00000266472,protein_coding,54460
ENSG00000207737,MIR181B2,ENSG00000207737,miRNA,406956
ENSG00000095906,NUBP2,ENSG00000095906,protein_coding,10101
ENSG00000135373,EHF,ENSG00000135373,protein_coding,26298
ENSG00000271905,,,,
ENSG00000229159,TSPY23P,ENSG00000229159,unprocessed_pseudogene,100286964
ENSG00000225808,DNAJC19P5,ENSG00000225808,processed_pseudogene,100861453
ENSG00000118454,ANKRD13C,ENSG00000118454,protein_coding,81573
ENSG00000149313,AASDHPPT,ENSG00000149313,protein_coding,60496
ENSG00000233635,AC015923.1,ENSG00000233635,lncRNA,
ENSG00000239689,RPL17P46,ENSG00000239689,processed_pseudogene,100271419
ENSG00000249861,LGALS16,ENSG00000249861,protein_coding,148003
ENSG00000211876,TRAJ13,ENSG00000211876,TR_J_gene,28742
ENSG00000181085,MAPK15,ENSG00000181085,protein_coding,225689
ENSG00000127884,ECHS1,ENSG00000127884,protein_coding,1892
ENSG00000101624,CEP76,ENSG00000101624,protein_coding,79959
ENSG00000187082,DEFB106B,ENSG00000187082,protein_coding,503841
ENSG00000167741,GGT6,ENSG00000167741,protein_coding,124975
ENSG00000227629,SLC25A15P1,ENSG00000227629,unprocessed_pseudogene,100422624
ENSG00000265367,,,,
ENSG00000088298,EDEM2,ENSG00000088298,protein_coding,55741
ENSG00000235555,SUMO1P4,ENSG00000235555,processed_pseudogene,101290502
ENSG00000251686,OR10J8P,ENSG00000251686,unprocessed_pseudogene,343409
ENSG00000225002,AL732323.1,ENSG00000225002,lncRNA,
ENSG00000220030,AL356131.1,ENSG00000220030,processed_pseudogene,
ENSG00000170956,CEACAM3,ENSG00000170956,protein_coding,90273
ENSG00000257900,AL162632.1,ENSG00000257900,lncRNA,
ENSG00000278816,AL121890.5,ENSG00000278816,lncRNA,
ENSG00000205420,KRT6A,ENSG00000205420,protein_coding,3853
ENSG00000181544,FANCB,ENSG00000181544,protein_coding,2187
ENSG00000115350,POLE4,ENSG00000115350,protein_coding,56655
ENSG00000227855,DPY19L2P3,ENSG00000227855,transcribed_unprocessed_pseudogene,442524
ENSG00000214049,UCA1,ENSG00000214049,lncRNA,652995
ENSG00000244459,AC147067.1,ENSG00000244459,lncRNA,
ENSG00000259870,AC024651.2,ENSG00000259870,lncRNA,
ENSG00000203972,GLYATL3,ENSG00000203972,protein_coding,389396
ENSG00000277500,AC026951.2,ENSG00000277500,unprocessed_pseudogene,
ENSG00000241722,AC083795.1,ENSG00000241722,processed_pseudogene,
ENSG00000232850,PTGES2-AS1,ENSG00000232850,lncRNA,389791
ENSG00000174715,PPIAP72,ENSG00000174715,processed_pseudogene,256374
ENSG00000215356,ZNF705B,ENSG00000215356,protein_coding,100132396
ENSG00000259425,AC011767.1,ENSG00000259425,transcribed_unprocessed_pseudogene,
ENSG00000254961,TUBB4BP4,ENSG00000254961,processed_pseudogene,106480434
ENSG00000254865,AC100763.1,ENSG00000254865,lncRNA,
ENSG00000229873,OGFR-AS1,ENSG00000229873,lncRNA,101409261
ENSG00000249920,HNRNPA1P55,ENSG00000249920,processed_pseudogene,642958
ENSG00000274164,RNA5SP439,ENSG00000274164,rRNA_pseudogene,106479014
ENSG00000213881,NPM1P6,ENSG00000213881,processed_pseudogene,4875
ENSG00000025796,SEC63,ENSG00000025796,protein_coding,11231
ENSG00000090659,CD209,ENSG00000090659,protein_coding,30835
ENSG00000162438,CTRC,ENSG00000162438,protein_coding,11330
ENSG00000223877,RPS8P10,ENSG00000223877,unprocessed_pseudogene,388076
ENSG00000214843,ZFYVE9P2,ENSG00000214843,processed_pseudogene,100420972
ENSG00000125520,SLC2A4RG,ENSG00000125520,protein_coding,56731
ENSG00000213178,RPL22P1,ENSG00000213178,processed_pseudogene,125371
ENSG00000226938,AC119428.1,ENSG00000226938,lncRNA,
ENSG00000269072,AC063977.6,ENSG00000269072,lncRNA,
ENSG00000273948,AC020558.3,ENSG00000273948,misc_RNA,
ENSG00000253808,IGHVII-46-1,ENSG00000253808,IG_V_pseudogene,28365
ENSG00000169474,SPRR1A,ENSG00000169474,protein_coding,6698
ENSG00000264127,SCML2P1,ENSG00000264127,processed_pseudogene,100421167
ENSG00000133878,DUSP26,ENSG00000133878,protein_coding,285193
ENSG00000279991,AC009044.1,ENSG00000279991,TEC,
ENSG00000224348,AL592076.1,ENSG00000224348,processed_pseudogene,
ENSG00000236032,OR5H14,ENSG00000236032,protein_coding,403273
ENSG00000251634,NAIPP4,ENSG00000251634,unprocessed_pseudogene,653406
ENSG00000273762,VN1R76P,ENSG00000273762,unprocessed_pseudogene,100312821
ENSG00000272792,,,,
ENSG00000233271,AL590440.1,ENSG00000233271,lncRNA,
ENSG00000164303,ENPP6,ENSG00000164303,protein_coding,133121
ENSG00000067445,TRO,ENSG00000067445,protein_coding,7216
ENSG00000206599,RNU6-841P,ENSG00000206599,snRNA,106480699
ENSG00000092421,SEMA6A,ENSG00000092421,protein_coding,57556
ENSG00000264066,AC024267.1,ENSG00000264066,lncRNA,
ENSG00000147255,IGSF1,ENSG00000147255,protein_coding,3547
ENSG00000233656,AL445430.1,ENSG00000233656,lncRNA,
ENSG00000091009,RBM27,ENSG00000091009,protein_coding,54439
ENSG00000263464,PPIAL4C,ENSG00000263464,protein_coding,653598
ENSG00000279148,AC126474.1,ENSG00000279148,TEC,
ENSG00000258908,AL355075.3,ENSG00000258908,lncRNA,
ENSG00000151422,FER,ENSG00000151422,protein_coding,2241
ENSG00000261089,CDC37P2,ENSG00000261089,processed_pseudogene,647015
ENSG00000279501,CR392039.4,ENSG00000279501,lncRNA,
ENSG00000260447,AC009065.3,ENSG00000260447,lncRNA,
ENSG00000223991,AC104809.1,ENSG00000223991,lncRNA,
ENSG00000202468,RNU4-17P,ENSG00000202468,snRNA,106481177
ENSG00000018607,ZNF806,ENSG00000018607,transcribed_unprocessed_pseudogene,646915
ENSG00000253854,AC010834.3,ENSG00000253854,lncRNA,
ENSG00000223429,AL139156.1,ENSG00000223429,processed_pseudogene,
ENSG00000188124,OR2AG2,ENSG00000188124,protein_coding,338755
ENSG00000239498,AC019211.1,ENSG00000239498,lncRNA,
ENSG00000153563,CD8A,ENSG00000153563,protein_coding,925
ENSG00000279253,AL121753.2,ENSG00000279253,TEC,
ENSG00000237936,AL353093.1,ENSG00000237936,processed_pseudogene,
ENSG00000279639,AC135068.5,ENSG00000279639,unprocessed_pseudogene,
ENSG00000213213,CCDC183,ENSG00000213213,protein_coding,84960
ENSG00000265784,AC006441.3,ENSG00000265784,lncRNA,
ENSG00000274832,AC233724.8,ENSG00000274832,processed_pseudogene,
ENSG00000125691,RPL23,ENSG00000125691,protein_coding,9349
ENSG00000141391,PRELID3A,ENSG00000141391,protein_coding,10650
ENSG00000146722,AC211486.1,ENSG00000146722,transcribed_unprocessed_pseudogene,
ENSG00000256691,AC005908.2,ENSG00000256691,lncRNA,
ENSG00000281883,AL512506.3,ENSG00000281883,protein_coding,
ENSG00000231353,AL355994.1,ENSG00000231353,unprocessed_pseudogene,
ENSG00000268105,AC124856.1,ENSG00000268105,processed_pseudogene,
ENSG00000170464,DNAJC18,ENSG00000170464,protein_coding,202052
ENSG00000239127,SNORD125,ENSG00000239127,snoRNA,100113380
ENSG00000261194,LINC01898,ENSG00000261194,lncRNA,100505853
ENSG00000196455,PIK3R4,ENSG00000196455,protein_coding,30849
ENSG00000275527,AC100835.2,ENSG00000275527,lncRNA,
ENSG00000251195,AC105417.1,ENSG00000251195,processed_pseudogene,
ENSG00000230988,RPL23AP11,ENSG00000230988,processed_pseudogene,326294
ENSG00000239466,RN7SL552P,ENSG00000239466,misc_RNA,106481072
ENSG00000272599,AC016394.1,ENSG00000272599,lncRNA,
ENSG00000113140,SPARC,ENSG00000113140,protein_coding,6678
ENSG00000265339,,,,
ENSG00000272789,AC010976.2,ENSG00000272789,lncRNA,
ENSG00000248703,LINC02415,ENSG00000248703,lncRNA,107161159
ENSG00000273687,AC004223.4,ENSG00000273687,lncRNA,
ENSG00000204501,PRAMEF15,ENSG00000204501,protein_coding,653619
ENSG00000136960,ENPP2,ENSG00000136960,protein_coding,5168
ENSG00000277967,AL049766.3,ENSG00000277967,misc_RNA,
ENSG00000243738,RN7SL181P,ENSG00000243738,misc_RNA,106480492
ENSG00000199968,SNORD115-19,ENSG00000199968,snoRNA,100033458
ENSG00000146112,PPP1R18,ENSG00000146112,protein_coding,170954
ENSG00000221095,,,,
ENSG00000203799,CCDC162P,ENSG00000203799,transcribed_unitary_pseudogene,221262
ENSG00000125503,PPP1R12C,ENSG00000125503,protein_coding,54776
ENSG00000236678,LINC00347,ENSG00000236678,lncRNA,338864
ENSG00000138600,SPPL2A,ENSG00000138600,protein_coding,84888
ENSG00000207209,AC242425.1,ENSG00000207209,misc_RNA,
ENSG00000164091,WDR82,ENSG00000164091,protein_coding,728505
ENSG00000272414,FAM47E-STBD1,ENSG00000272414,protein_coding,100631383
ENSG00000276810,AC244093.2,ENSG00000276810,processed_pseudogene,
ENSG00000279788,CU638689.3,ENSG00000279788,unprocessed_pseudogene,
ENSG00000223973,AC068491.1,ENSG00000223973,transcribed_processed_pseudogene,
ENSG00000144355,DLX1,ENSG00000144355,protein_coding,1745
ENSG00000166869,CHP2,ENSG00000166869,protein_coding,63928
ENSG00000229369,AL450263.2,ENSG00000229369,processed_pseudogene,
ENSG00000268066,FMR1-AS1,ENSG00000268066,lncRNA,100126270
ENSG00000259188,AC025040.1,ENSG00000259188,lncRNA,
ENSG00000004142,POLDIP2,ENSG00000004142,protein_coding,26073
ENSG00000244253,RPS29P24,ENSG00000244253,processed_pseudogene,100271589
ENSG00000119723,COQ6,ENSG00000119723,protein_coding,51004
ENSG00000070019,GUCY2C,ENSG00000070019,protein_coding,2984
ENSG00000230404,AL161640.1,ENSG00000230404,lncRNA,
ENSG00000223963,THAP12P8,ENSG00000223963,processed_pseudogene,645939
ENSG00000244198,ARHGEF35-AS1,ENSG00000244198,lncRNA,101928605
ENSG00000248235,AC037459.1,ENSG00000248235,protein_coding,
ENSG00000147485,PXDNL,ENSG00000147485,protein_coding,137902
ENSG00000132000,PODNL1,ENSG00000132000,protein_coding,79883
ENSG00000176563,CNTD1,ENSG00000176563,protein_coding,124817
ENSG00000259546,AC027808.1,ENSG00000259546,lncRNA,
ENSG00000279514,OR4C16,ENSG00000279514,protein_coding,219428
ENSG00000169676,DRD5,ENSG00000169676,protein_coding,1816
ENSG00000144488,ESPNL,ENSG00000144488,protein_coding,339768
ENSG00000230216,HSPB1P2,ENSG00000230216,processed_pseudogene,653364
ENSG00000237706,TRIM51EP,ENSG00000237706,unprocessed_pseudogene,399940
ENSG00000197128,ZNF772,ENSG00000197128,protein_coding,400720
ENSG00000183431,SF3A3,ENSG00000183431,protein_coding,10946
ENSG00000199870,,,,
ENSG00000274516,FAM74A6,ENSG00000274516,transcribed_processed_pseudogene,653123
ENSG00000203585,LINC02408,ENSG00000203585,lncRNA,100507175
ENSG00000254702,AP002353.1,ENSG00000254702,processed_pseudogene,
ENSG00000239571,IGKV2D-30,ENSG00000239571,IG_V_gene,28881
ENSG00000255454,AC100770.1,ENSG00000255454,processed_pseudogene,
ENSG00000206699,,,,
ENSG00000134594,RAB33A,ENSG00000134594,protein_coding,9363
ENSG00000237885,AL359672.1,ENSG00000237885,processed_pseudogene,
ENSG00000201909,RNU6-590P,ENSG00000201909,snRNA,106480593
ENSG00000253750,AC090136.1,ENSG00000253750,processed_pseudogene,
ENSG00000146276,GABRR1,ENSG00000146276,protein_coding,2569
ENSG00000201176,RNU6-853P,ENSG00000201176,snRNA,106479943
ENSG00000233219,AC008080.3,ENSG00000233219,lncRNA,
ENSG00000173572,NLRP13,ENSG00000173572,protein_coding,126204
ENSG00000242417,RPL18P1,ENSG00000242417,processed_pseudogene,326291
ENSG00000168490,PHYHIP,ENSG00000168490,protein_coding,9796
ENSG00000237730,AC078991.1,ENSG00000237730,processed_pseudogene,
ENSG00000170684,ZNF296,ENSG00000170684,protein_coding,162979
ENSG00000261245,AC093520.2,ENSG00000261245,unprocessed_pseudogene,
ENSG00000205838,TTC23L,ENSG00000205838,protein_coding,153657
ENSG00000226526,AL049569.1,ENSG00000226526,lncRNA,
ENSG00000188599,NPIPP1,ENSG00000188599,transcribed_unprocessed_pseudogene,100874381
ENSG00000270896,AL645939.4,ENSG00000270896,processed_pseudogene,
ENSG00000273476,AL133215.3,ENSG00000273476,lncRNA,
ENSG00000200852,RNA5SP499,ENSG00000200852,rRNA_pseudogene,100873550
ENSG00000222069,RN7SKP285,ENSG00000222069,misc_RNA,106480920
ENSG00000258930,AC005230.1,ENSG00000258930,transcribed_processed_pseudogene,
ENSG00000226321,CROCC2,ENSG00000226321,protein_coding,728763
ENSG00000279127,AL121950.1,ENSG00000279127,TEC,
ENSG00000280543,ASAP1-IT2,ENSG00000280543,lncRNA,100507117
ENSG00000251643,AC093763.2,ENSG00000251643,processed_pseudogene,
ENSG00000131711,MAP1B,ENSG00000131711,protein_coding,4131
ENSG00000167390,POM121L3P,ENSG00000167390,unprocessed_pseudogene,651452
ENSG00000169826,CSGALNACT2,ENSG00000169826,protein_coding,55454
ENSG00000239377,AC073111.1,ENSG00000239377,lncRNA,
ENSG00000173540,GMPPB,ENSG00000173540,protein_coding,29925
ENSG00000259770,AC015871.1,ENSG00000259770,processed_pseudogene,
ENSG00000278260,,,,
ENSG00000249276,AC104119.1,ENSG00000249276,lncRNA,
ENSG00000089327,FXYD5,ENSG00000089327,protein_coding,53827
ENSG00000185324,CDK10,ENSG00000185324,protein_coding,8558
ENSG00000232545,AC253536.3,ENSG00000232545,lncRNA,
ENSG00000265774,,,,
ENSG00000251260,WDFY3-AS1,ENSG00000251260,lncRNA,100874023
ENSG00000167995,BEST1,ENSG00000167995,protein_coding,7439
ENSG00000163472,TMEM79,ENSG00000163472,protein_coding,84283
ENSG00000281100,AC105749.1,ENSG00000281100,TEC,
ENSG00000242486,,,,
ENSG00000114480,GBE1,ENSG00000114480,protein_coding,2632
ENSG00000280420,AC005355.2,ENSG00000280420,TEC,
ENSG00000182271,TMIGD1,ENSG00000182271,protein_coding,388364
ENSG00000164093,PITX2,ENSG00000164093,protein_coding,5308
ENSG00000151778,SERP2,ENSG00000151778,protein_coding,387923
ENSG00000255850,RXYLT1-AS1,ENSG00000255850,lncRNA,104169670
ENSG00000249019,AC108471.1,ENSG00000249019,processed_pseudogene,
ENSG00000125695,AC046185.1,ENSG00000125695,protein_coding,
ENSG00000104299,INTS9,ENSG00000104299,protein_coding,55756
ENSG00000201162,RNU6-454P,ENSG00000201162,snRNA,106480582
ENSG00000267055,AC007001.1,ENSG00000267055,lncRNA,
ENSG00000188883,KLRG2,ENSG00000188883,protein_coding,346689
ENSG00000075089,ACTR6,ENSG00000075089,protein_coding,64431
ENSG00000243978,RTL9,ENSG00000243978,protein_coding,57529
ENSG00000179057,IGSF22,ENSG00000179057,protein_coding,283284
ENSG00000199005,MIR370,ENSG00000199005,miRNA,442915
ENSG00000277739,,,,
ENSG00000254193,AC131281.2,ENSG00000254193,processed_pseudogene,
ENSG00000272896,AL355987.3,ENSG00000272896,protein_coding,
ENSG00000155066,PROM2,ENSG00000155066,protein_coding,150696
ENSG00000260053,ABCB10P4,ENSG00000260053,processed_pseudogene,100132289
ENSG00000164825,DEFB1,ENSG00000164825,protein_coding,1672
ENSG00000270824,IGHD5OR15-5B,ENSG00000270824,IG_D_gene,28326
ENSG00000248883,B4GALNT2P1,ENSG00000248883,unprocessed_pseudogene,106481717
ENSG00000152214,RIT2,ENSG00000152214,protein_coding,6014
ENSG00000280312,Z83836.1,ENSG00000280312,TEC,
ENSG00000253781,ZNF317P1,ENSG00000253781,processed_pseudogene,100288659
ENSG00000073754,CD5L,ENSG00000073754,protein_coding,922
ENSG00000251536,AC055717.1,ENSG00000251536,lncRNA,
ENSG00000253894,AC011124.2,ENSG00000253894,lncRNA,
ENSG00000281691,RBM5-AS1,ENSG00000281691,lncRNA,100775107
ENSG00000141425,RPRD1A,ENSG00000141425,protein_coding,55197
ENSG00000279427,AC007490.1,ENSG00000279427,TEC,
ENSG00000142627,EPHA2,ENSG00000142627,protein_coding,1969
ENSG00000172640,OR10AD1,ENSG00000172640,protein_coding,121275
ENSG00000102870,ZNF629,ENSG00000102870,protein_coding,23361
ENSG00000249306,LINC01411,ENSG00000249306,lncRNA,101928176
ENSG00000272104,Z84492.1,ENSG00000272104,protein_coding,
ENSG00000219806,ATP5PBP6,ENSG00000219806,processed_pseudogene,645440
ENSG00000240572,AC107297.1,ENSG00000240572,processed_pseudogene,
ENSG00000277498,AC107081.2,ENSG00000277498,unprocessed_pseudogene,
ENSG00000238051,ISCUP1,ENSG00000238051,processed_pseudogene,100462833
ENSG00000277969,AC006449.6,ENSG00000277969,lncRNA,
ENSG00000182347,PDSS1P1,ENSG00000182347,processed_pseudogene,100129248
ENSG00000273830,MIR7843,ENSG00000273830,miRNA,102465832
ENSG00000232886,AF212831.1,ENSG00000232886,lncRNA,
ENSG00000236021,AL591043.2,ENSG00000236021,lncRNA,
ENSG00000176742,OR51V1,ENSG00000176742,protein_coding,283111
ENSG00000267369,AC015911.7,ENSG00000267369,processed_pseudogene,
ENSG00000110514,MADD,ENSG00000110514,protein_coding,2109
ENSG00000267393,AP002439.1,ENSG00000267393,lncRNA,
ENSG00000153093,ACOXL,ENSG00000153093,protein_coding,55289
ENSG00000274884,AL117190.3,ENSG00000274884,misc_RNA,
ENSG00000230314,ELOVL2-AS1,ENSG00000230314,lncRNA,100506409
ENSG00000228672,PROB1,ENSG00000228672,protein_coding,389333
ENSG00000239559,RPL37P2,ENSG00000239559,processed_pseudogene,116730
ENSG00000276958,AL590099.1,ENSG00000276958,unprocessed_pseudogene,
ENSG00000142619,PADI3,ENSG00000142619,protein_coding,51702
ENSG00000236432,MFF-DT,ENSG00000236432,lncRNA,654841
ENSG00000199455,RNA5SP191,ENSG00000199455,rRNA_pseudogene,100873453
ENSG00000266329,MIR4281,ENSG00000266329,miRNA,100422962
ENSG00000221946,FXYD7,ENSG00000221946,protein_coding,53822
ENSG00000226388,ELL2P4,ENSG00000226388,processed_pseudogene,100128690
ENSG00000185760,KCNQ5,ENSG00000185760,protein_coding,56479
ENSG00000157214,STEAP2,ENSG00000157214,protein_coding,261729
ENSG00000255830,AC069240.1,ENSG00000255830,processed_pseudogene,
ENSG00000238045,AC009133.1,ENSG00000238045,lncRNA,
ENSG00000281005,LINC00921,ENSG00000281005,lncRNA,283876
ENSG00000170604,IRF2BP1,ENSG00000170604,protein_coding,26145
ENSG00000219149,PPIAP87,ENSG00000219149,processed_pseudogene,392352
ENSG00000272537,AC005014.3,ENSG00000272537,lncRNA,
ENSG00000251169,LINC01843,ENSG00000251169,lncRNA,101927934
ENSG00000198363,ASPH,ENSG00000198363,protein_coding,444
ENSG00000259316,AC087632.2,ENSG00000259316,protein_coding,
ENSG00000206977,AL365205.2,ENSG00000206977,snoRNA,
ENSG00000260450,LINC02134,ENSG00000260450,lncRNA,105371238
ENSG00000238457,RNU7-169P,ENSG00000238457,snRNA,106480827
ENSG00000237708,AL139397.2,ENSG00000237708,processed_pseudogene,
ENSG00000182134,TDRKH,ENSG00000182134,protein_coding,11022
ENSG00000281457,,,,
ENSG00000238138,AC027124.2,ENSG00000238138,processed_pseudogene,
ENSG00000230531,MTND5P7,ENSG00000230531,unprocessed_pseudogene,100873197
ENSG00000162779,AXDND1,ENSG00000162779,protein_coding,126859
ENSG00000168246,UBTD2,ENSG00000168246,protein_coding,92181
ENSG00000176222,ZNF404,ENSG00000176222,protein_coding,342908
ENSG00000210082,MT-RNR2,ENSG00000210082,Mt_rRNA,
ENSG00000241246,RN7SL302P,ENSG00000241246,misc_RNA,106479332
ENSG00000225217,HSPA7,ENSG00000225217,unprocessed_pseudogene,3311
ENSG00000255466,OR5AL2P,ENSG00000255466,unprocessed_pseudogene,79476
ENSG00000248555,LINC01339,ENSG00000248555,lncRNA,101929495
ENSG00000253765,IGKV2D-19,ENSG00000253765,IG_V_pseudogene,28887
ENSG00000238232,AL356364.1,ENSG00000238232,lncRNA,
ENSG00000228206,AC016717.1,ENSG00000228206,processed_pseudogene,
ENSG00000277034,,,,
ENSG00000189334,S100A14,ENSG00000189334,protein_coding,729659
ENSG00000107651,SEC23IP,ENSG00000107651,protein_coding,11196
ENSG00000238447,RNU7-134P,ENSG00000238447,snRNA,106480820
ENSG00000266268,AP005203.1,ENSG00000266268,lncRNA,
ENSG00000227890,PSMA2P3,ENSG00000227890,processed_pseudogene,79055
ENSG00000271806,AL590822.2,ENSG00000271806,lncRNA,
ENSG00000147394,ZNF185,ENSG00000147394,protein_coding,7739
ENSG00000272182,AC135507.1,ENSG00000272182,lncRNA,
ENSG00000264188,AC106037.2,ENSG00000264188,lncRNA,
ENSG00000271936,AC012073.1,ENSG00000271936,lncRNA,
