id,gene_name,gene_id_ensembl101,gene_type,entrez_id
ENSG00000180221,TPT1P10,ENSG00000180221,processed_pseudogene,101928715
ENSG00000114573,ATP6V1A,ENSG00000114573,protein_coding,523
ENSG00000275232,AC073578.2,ENSG00000275232,lncRNA,
ENSG00000201512,SNORA71C,ENSG00000201512,snoRNA,677839
ENSG00000216005,MIR888,ENSG00000216005,miRNA,100126306
ENSG00000072952,IRAG1,ENSG00000072952,protein_coding,
ENSG00000199240,RNA5SP46,ENSG00000199240,rRNA_pseudogene,100873285
ENSG00000171456,ASXL1,ENSG00000171456,protein_coding,171023
ENSG00000235879,FAR1P1,ENSG00000235879,processed_pseudogene,100128011
ENSG00000222455,RNA5SP296,ENSG00000222455,rRNA_pseudogene,100873549
ENSG00000271002,AC129492.5,ENSG00000271002,processed_pseudogene,
ENSG00000236102,AC006967.2,ENSG00000236102,lncRNA,
ENSG00000157110,RBPMS,ENSG00000157110,protein_coding,11030
ENSG00000271615,ACTG1P22,ENSG00000271615,transcribed_processed_pseudogene,100131953
ENSG00000260727,SLC7A5P1,ENSG00000260727,transcribed_unprocessed_pseudogene,81893
ENSG00000136938,ANP32B,ENSG00000136938,protein_coding,10541
ENSG00000250741,NT5C1B-RDH14,ENSG00000250741,protein_coding,100526794
ENSG00000230515,AC092580.2,ENSG00000230515,lncRNA,
ENSG00000201659,RNU12-2P,ENSG00000201659,snRNA,26823
ENSG00000251982,RN7SKP43,ENSG00000251982,misc_RNA,106481806
ENSG00000213140,ELK2AP,ENSG00000213140,processed_pseudogene,2003
ENSG00000226083,SLC39A12-AS1,ENSG00000226083,lncRNA,100129213
ENSG00000167925,GHDC,ENSG00000167925,protein_coding,84514
ENSG00000249863,AC021106.1,ENSG00000249863,processed_pseudogene,
ENSG00000183439,TRIM61,ENSG00000183439,protein_coding,391712
ENSG00000256374,PPIAL4D,ENSG00000256374,protein_coding,645142
ENSG00000274027,,,,
ENSG00000273906,AC011297.1,ENSG00000273906,lncRNA,
ENSG00000141337,ARSG,ENSG00000141337,protein_coding,22901
ENSG00000238658,RNU6-625P,ENSG00000238658,snRNA,106479843
ENSG00000200839,RNA5SP48,ENSG00000200839,rRNA_pseudogene,100873287
ENSG00000162702,ZNF281,ENSG00000162702,protein_coding,23528
ENSG00000212495,RNU6-332P,ENSG00000212495,snRNA,106481284
ENSG00000251313,AC073648.4,ENSG00000251313,processed_pseudogene,
ENSG00000243429,OR7E29P,ENSG00000243429,unprocessed_pseudogene,26644
ENSG00000257902,,,,
ENSG00000236480,PKMP1,ENSG00000236480,processed_pseudogene,643586
ENSG00000213352,GAPDHP44,ENSG00000213352,processed_pseudogene,100240709
ENSG00000173681,BCLAF3,ENSG00000173681,protein_coding,256643
ENSG00000214553,LRRC37A11P,ENSG00000214553,transcribed_unprocessed_pseudogene,342666
ENSG00000147862,NFIB,ENSG00000147862,protein_coding,4781
ENSG00000270759,AC091810.1,ENSG00000270759,processed_pseudogene,
ENSG00000229509,AC244023.1,ENSG00000229509,unprocessed_pseudogene,
ENSG00000196534,OR9K1P,ENSG00000196534,transcribed_unitary_pseudogene,121360
ENSG00000205423,CNEP1R1,ENSG00000205423,protein_coding,255919
ENSG00000274154,AC114781.5,ENSG00000274154,processed_pseudogene,
ENSG00000201524,RNU6-450P,ENSG00000201524,snRNA,106481321
ENSG00000252358,RN7SKP135,ENSG00000252358,misc_RNA,106480875
ENSG00000252892,RNU6-548P,ENSG00000252892,snRNA,106481354
ENSG00000177990,DPY19L2,ENSG00000177990,protein_coding,283417
ENSG00000240370,RPL13P5,ENSG00000240370,transcribed_processed_pseudogene,283345
ENSG00000105278,ZFR2,ENSG00000105278,protein_coding,23217
ENSG00000274503,AC123912.6,ENSG00000274503,unprocessed_pseudogene,
ENSG00000279249,AC007614.1,ENSG00000279249,lncRNA,
ENSG00000222561,RNU6-1025P,ENSG00000222561,snRNA,106480018
ENSG00000196268,ZNF493,ENSG00000196268,protein_coding,284443
ENSG00000275541,,,,
ENSG00000207071,RNU6-1207P,ENSG00000207071,snRNA,106480648
ENSG00000234523,NDUFB1P2,ENSG00000234523,processed_pseudogene,100380272
ENSG00000264135,,,,
ENSG00000229243,LINC01981,ENSG00000229243,lncRNA,100996624
ENSG00000173614,NMNAT1,ENSG00000173614,protein_coding,64802
ENSG00000157326,DHRS4,ENSG00000157326,protein_coding,10901
ENSG00000259807,AC009093.1,ENSG00000259807,lncRNA,
ENSG00000265469,POLR3KP2,ENSG00000265469,processed_pseudogene,390811
ENSG00000157450,RNF111,ENSG00000157450,protein_coding,54778
ENSG00000232828,AC231533.1,ENSG00000232828,lncRNA,
ENSG00000224652,LINC00885,ENSG00000224652,lncRNA,401109
ENSG00000277192,,,,
ENSG00000203498,AL139390.1,ENSG00000203498,lncRNA,
ENSG00000251170,AC004052.1,ENSG00000251170,lncRNA,
ENSG00000115282,TTC31,ENSG00000115282,protein_coding,64427
ENSG00000277083,PRSS3P3,ENSG00000277083,transcribed_unitary_pseudogene,136540
ENSG00000185013,NT5C1B,ENSG00000185013,protein_coding,93034
ENSG00000278048,,,,
ENSG00000207138,RNU6-869P,ENSG00000207138,snRNA,106480616
ENSG00000255418,LINC02718,ENSG00000255418,lncRNA,105376592
ENSG00000102245,CD40LG,ENSG00000102245,protein_coding,959
ENSG00000252288,RNU6-966P,ENSG00000252288,snRNA,106480625
ENSG00000103152,MPG,ENSG00000103152,protein_coding,4350
ENSG00000137168,PPIL1,ENSG00000137168,protein_coding,51645
ENSG00000221050,,,,
ENSG00000281895,,,,
ENSG00000064651,SLC12A2,ENSG00000064651,protein_coding,6558
ENSG00000249215,NCOA4P4,ENSG00000249215,processed_pseudogene,642262
ENSG00000235008,AL023775.1,ENSG00000235008,processed_pseudogene,
ENSG00000265266,,,,
ENSG00000188735,TMEM120B,ENSG00000188735,protein_coding,144404
ENSG00000183607,GKN2,ENSG00000183607,protein_coding,200504
ENSG00000232378,RPL29P28,ENSG00000232378,processed_pseudogene,646884
ENSG00000256176,AC024940.3,ENSG00000256176,processed_pseudogene,
ENSG00000184276,DEFB108B,ENSG00000184276,protein_coding,245911
ENSG00000233719,GOT2P3,ENSG00000233719,transcribed_processed_pseudogene,644138
ENSG00000188283,ZNF383,ENSG00000188283,protein_coding,163087
ENSG00000228015,AC074338.1,ENSG00000228015,processed_pseudogene,
ENSG00000202039,RNU6-215P,ENSG00000202039,snRNA,106481245
ENSG00000229727,AC013460.1,ENSG00000229727,lncRNA,
ENSG00000260910,LINC00565,ENSG00000260910,lncRNA,100861555
ENSG00000230266,XXYLT1-AS2,ENSG00000230266,lncRNA,101410543
ENSG00000281881,,,,
ENSG00000166428,PLD4,ENSG00000166428,protein_coding,122618
ENSG00000254677,OSBPL9P2,ENSG00000254677,processed_pseudogene,100130038
ENSG00000137133,HINT2,ENSG00000137133,protein_coding,84681
ENSG00000027075,PRKCH,ENSG00000027075,protein_coding,5583
ENSG00000186143,PRR30,ENSG00000186143,protein_coding,339779
ENSG00000273986,,,,
ENSG00000143761,ARF1,ENSG00000143761,protein_coding,375
ENSG00000211571,,,,
ENSG00000240033,AC069439.2,ENSG00000240033,lncRNA,
ENSG00000271220,AL355376.2,ENSG00000271220,transcribed_processed_pseudogene,
ENSG00000266688,,,,
ENSG00000237235,TRDD2,ENSG00000237235,TR_D_gene,28524
ENSG00000234819,AL353705.4,ENSG00000234819,processed_pseudogene,
ENSG00000233587,LINC01884,ENSG00000233587,lncRNA,102723362
ENSG00000248701,AC008539.1,ENSG00000248701,lncRNA,
ENSG00000223721,UQCRFS1P2,ENSG00000223721,processed_pseudogene,647123
ENSG00000229474,PATL2,ENSG00000229474,protein_coding,197135
ENSG00000076555,ACACB,ENSG00000076555,protein_coding,32
ENSG00000198892,SHISA4,ENSG00000198892,protein_coding,149345
ENSG00000227883,ATP6V0E1P4,ENSG00000227883,processed_pseudogene,100874504
ENSG00000275493,AL627230.1,ENSG00000275493,protein_coding,
ENSG00000183251,OR51B4,ENSG00000183251,protein_coding,79339
ENSG00000235410,AL157896.1,ENSG00000235410,lncRNA,
ENSG00000233276,GPX1,ENSG00000233276,polymorphic_pseudogene,2876
ENSG00000135473,PAN2,ENSG00000135473,protein_coding,9924
ENSG00000229968,AL022578.1,ENSG00000229968,processed_pseudogene,
ENSG00000271707,ATP1B3P1,ENSG00000271707,processed_pseudogene,484
ENSG00000279450,AC112200.1,ENSG00000279450,TEC,
ENSG00000226928,RPS14P4,ENSG00000226928,processed_pseudogene,100132382
ENSG00000171121,KCNMB3,ENSG00000171121,protein_coding,27094
ENSG00000236862,RPS20P24,ENSG00000236862,processed_pseudogene,100271232
ENSG00000244693,CTAGE8,ENSG00000244693,protein_coding,100142659
ENSG00000161103,AC008132.1,ENSG00000161103,transcribed_processed_pseudogene,
ENSG00000224157,HCG14,ENSG00000224157,lncRNA,414760
ENSG00000279044,AC007787.2,ENSG00000279044,TEC,
ENSG00000100346,CACNA1I,ENSG00000100346,protein_coding,8911
ENSG00000237576,LINC01888,ENSG00000237576,lncRNA,107985893
ENSG00000205108,FAM205A,ENSG00000205108,protein_coding,259308
ENSG00000280927,CTBP1-AS,ENSG00000280927,lncRNA,285463
ENSG00000262516,AC007151.1,ENSG00000262516,processed_pseudogene,
ENSG00000212036,MIR548BA,ENSG00000212036,miRNA,102465854
ENSG00000244532,RN7SL380P,ENSG00000244532,misc_RNA,106479361
ENSG00000188655,RNASE9,ENSG00000188655,protein_coding,338879
ENSG00000236468,AC099335.1,ENSG00000236468,processed_pseudogene,
ENSG00000224727,FCF1P7,ENSG00000224727,processed_pseudogene,100422536
ENSG00000235281,AL713851.1,ENSG00000235281,lncRNA,
ENSG00000100448,CTSG,ENSG00000100448,protein_coding,1511
ENSG00000243137,PSG4,ENSG00000243137,protein_coding,5672
ENSG00000135148,TRAFD1,ENSG00000135148,protein_coding,10906
ENSG00000237594,AP000251.1,ENSG00000237594,lncRNA,
ENSG00000219186,FTH1P19,ENSG00000219186,unprocessed_pseudogene,389844
ENSG00000254667,,,,
ENSG00000261253,AC137932.2,ENSG00000261253,lncRNA,
ENSG00000168916,ZNF608,ENSG00000168916,protein_coding,57507
ENSG00000113108,APBB3,ENSG00000113108,protein_coding,10307
ENSG00000256618,MTRNR2L1,ENSG00000256618,protein_coding,100462977
ENSG00000260668,AC093536.1,ENSG00000260668,processed_pseudogene,
ENSG00000266521,AC021549.2,ENSG00000266521,lncRNA,
ENSG00000260990,Z94057.1,ENSG00000260990,lncRNA,
ENSG00000275665,AC006449.3,ENSG00000275665,lncRNA,
ENSG00000175084,DES,ENSG00000175084,protein_coding,1674
ENSG00000253684,BUD31P1,ENSG00000253684,processed_pseudogene,106480331
ENSG00000256481,AP006333.2,ENSG00000256481,lncRNA,
ENSG00000252633,RN7SKP282,ENSG00000252633,misc_RNA,106480919
ENSG00000255413,AC022880.1,ENSG00000255413,processed_pseudogene,
ENSG00000100031,GGT1,ENSG00000100031,protein_coding,2678
ENSG00000258098,LINC02286,ENSG00000258098,lncRNA,105370414
ENSG00000266545,MIR5701-1,ENSG00000266545,miRNA,100847060
ENSG00000269742,BNIP3P29,ENSG00000269742,processed_pseudogene,100421700
ENSG00000266216,,,,
ENSG00000207773,MIR642A,ENSG00000207773,miRNA,693227
ENSG00000121104,FAM117A,ENSG00000121104,protein_coding,81558
ENSG00000125378,BMP4,ENSG00000125378,protein_coding,652
ENSG00000010438,PRSS3,ENSG00000010438,protein_coding,5646
ENSG00000054116,TRAPPC3,ENSG00000054116,protein_coding,27095
ENSG00000079246,XRCC5,ENSG00000079246,protein_coding,7520
ENSG00000266317,RN7SL703P,ENSG00000266317,misc_RNA,106479479
ENSG00000252835,SCARNA21,ENSG00000252835,scaRNA,677763
ENSG00000280878,AC017002.2,ENSG00000280878,lncRNA,
ENSG00000273474,AL157392.4,ENSG00000273474,lncRNA,
ENSG00000234166,ARHGEF19-AS1,ENSG00000234166,lncRNA,100874233
ENSG00000278943,AC079228.1,ENSG00000278943,TEC,
ENSG00000176903,PNMA1,ENSG00000176903,protein_coding,9240
ENSG00000200388,RNU6-618P,ENSG00000200388,snRNA,106481376
ENSG00000279022,AL359715.4,ENSG00000279022,TEC,
ENSG00000212469,RNU6-1158P,ENSG00000212469,snRNA,106480076
ENSG00000252956,RNA5SP40,ENSG00000252956,rRNA_pseudogene,100873279
ENSG00000248984,AC004054.1,ENSG00000248984,lncRNA,
ENSG00000232799,CRYGFP,ENSG00000232799,unprocessed_pseudogene,1423
ENSG00000198198,SZT2,ENSG00000198198,protein_coding,23334
ENSG00000256362,LINC02375,ENSG00000256362,lncRNA,101927616
ENSG00000212534,SNORD70,ENSG00000212534,snoRNA,692110
ENSG00000114923,SLC4A3,ENSG00000114923,protein_coding,6508
ENSG00000274554,AC083806.2,ENSG00000274554,lncRNA,
ENSG00000233517,AC005162.1,ENSG00000233517,lncRNA,
ENSG00000270524,QTRT1P1,ENSG00000270524,processed_pseudogene,100420656
ENSG00000277973,AL138828.2,ENSG00000277973,processed_pseudogene,
ENSG00000254925,OR4C9P,ENSG00000254925,unprocessed_pseudogene,79530
ENSG00000244879,GABPB1-AS1,ENSG00000244879,lncRNA,100129387
ENSG00000239922,AC092958.1,ENSG00000239922,lncRNA,
ENSG00000137267,TUBB2A,ENSG00000137267,protein_coding,7280
ENSG00000263815,RN7SL426P,ENSG00000263815,misc_RNA,106481842
ENSG00000189056,RELN,ENSG00000189056,protein_coding,5649
ENSG00000273004,AL078644.1,ENSG00000273004,lncRNA,
ENSG00000149531,FRG1BP,ENSG00000149531,unprocessed_pseudogene,284802
ENSG00000147586,MRPS28,ENSG00000147586,protein_coding,28957
ENSG00000233684,LINC01865,ENSG00000233684,lncRNA,105373350
ENSG00000204946,ZNF783,ENSG00000204946,protein_coding,100289678
ENSG00000124429,POF1B,ENSG00000124429,protein_coding,79983
ENSG00000171634,BPTF,ENSG00000171634,protein_coding,2186
ENSG00000275466,,,,
ENSG00000249295,AC145146.1,ENSG00000249295,lncRNA,
ENSG00000277503,,,,
ENSG00000212542,RNA5SP496,ENSG00000212542,rRNA_pseudogene,100873738
ENSG00000251218,AC103764.1,ENSG00000251218,lncRNA,
ENSG00000273076,AL021707.7,ENSG00000273076,lncRNA,
ENSG00000272523,LINC01023,ENSG00000272523,lncRNA,100652853
ENSG00000257342,AC025165.2,ENSG00000257342,lncRNA,
ENSG00000218428,NIP7P3,ENSG00000218428,processed_pseudogene,100421245
ENSG00000259133,AL161757.5,ENSG00000259133,lncRNA,
ENSG00000261709,AC051619.8,ENSG00000261709,snoRNA,
ENSG00000159723,AGRP,ENSG00000159723,protein_coding,181
ENSG00000211799,TRAV19,ENSG00000211799,TR_V_gene,28664
ENSG00000152147,GEMIN6,ENSG00000152147,protein_coding,79833
ENSG00000258601,AL162464.1,ENSG00000258601,lncRNA,
ENSG00000202609,MIR488,ENSG00000202609,miRNA,574441
ENSG00000267204,LINC01782,ENSG00000267204,lncRNA,101927411
ENSG00000241361,SLC25A24P1,ENSG00000241361,transcribed_unprocessed_pseudogene,727941
ENSG00000240476,LINC00973,ENSG00000240476,lncRNA,100506377
ENSG00000259569,AC013489.2,ENSG00000259569,processed_pseudogene,
ENSG00000162729,IGSF8,ENSG00000162729,protein_coding,93185
ENSG00000197320,AC060834.1,ENSG00000197320,processed_pseudogene,
ENSG00000243806,RPL7P18,ENSG00000243806,processed_pseudogene,100270852
ENSG00000143226,FCGR2A,ENSG00000143226,protein_coding,2212
ENSG00000164379,FOXQ1,ENSG00000164379,protein_coding,94234
ENSG00000231780,AC090960.1,ENSG00000231780,processed_pseudogene,
ENSG00000213067,AC092447.1,ENSG00000213067,processed_pseudogene,
ENSG00000281588,,,,
ENSG00000242244,ATP5MC1P3,ENSG00000242244,processed_pseudogene,646619
ENSG00000241307,AC104472.2,ENSG00000241307,processed_pseudogene,
ENSG00000182179,UBA7,ENSG00000182179,protein_coding,7318
ENSG00000270132,,,,
ENSG00000258622,AL442163.3,ENSG00000258622,processed_pseudogene,
ENSG00000054282,SDCCAG8,ENSG00000054282,protein_coding,10806
ENSG00000250948,AC091180.4,ENSG00000250948,lncRNA,
ENSG00000215165,TCEA1P3,ENSG00000215165,processed_pseudogene,340501
ENSG00000251546,IGKV1D-39,ENSG00000251546,IG_V_gene,28893
ENSG00000107796,ACTA2,ENSG00000107796,protein_coding,59
ENSG00000172403,SYNPO2,ENSG00000172403,protein_coding,171024
ENSG00000273387,AC005005.3,ENSG00000273387,lncRNA,
ENSG00000273274,ZBTB8B,ENSG00000273274,protein_coding,728116
ENSG00000211785,TRAV12-1,ENSG00000211785,TR_V_gene,28674
ENSG00000263438,LINC01919,ENSG00000263438,lncRNA,102724651
ENSG00000266535,AC008133.1,ENSG00000266535,lncRNA,
ENSG00000154188,ANGPT1,ENSG00000154188,protein_coding,284
ENSG00000259456,ADNP-AS1,ENSG00000259456,lncRNA,101927631
ENSG00000196616,ADH1B,ENSG00000196616,protein_coding,125
ENSG00000201999,RNA5SP428,ENSG00000201999,rRNA_pseudogene,100873679
ENSG00000019549,SNAI2,ENSG00000019549,protein_coding,6591
ENSG00000267187,AC026898.1,ENSG00000267187,processed_pseudogene,
ENSG00000204193,TXNDC8,ENSG00000204193,protein_coding,255220
ENSG00000199289,RNU6-502P,ENSG00000199289,snRNA,106481899
ENSG00000259366,AC108449.2,ENSG00000259366,lncRNA,
ENSG00000280144,AC073308.1,ENSG00000280144,TEC,
ENSG00000237401,LINC01304,ENSG00000237401,lncRNA,100505964
ENSG00000225011,AL671862.1,ENSG00000225011,unprocessed_pseudogene,
ENSG00000225797,UBDP1,ENSG00000225797,unprocessed_pseudogene,100286971
ENSG00000232783,FRG2FP,ENSG00000232783,transcribed_unprocessed_pseudogene,100128827
ENSGR0000234958,,,,
ENSG00000232271,AL096799.1,ENSG00000232271,lncRNA,
ENSG00000175445,LPL,ENSG00000175445,protein_coding,4023
ENSG00000269519,AC005176.2,ENSG00000269519,processed_pseudogene,
ENSG00000265008,AC011825.4,ENSG00000265008,lncRNA,
ENSG00000231329,AL031772.1,ENSG00000231329,lncRNA,
ENSG00000132677,RHBG,ENSG00000132677,protein_coding,57127
ENSG00000179562,GCC1,ENSG00000179562,protein_coding,79571
ENSG00000261471,AC092145.1,ENSG00000261471,lncRNA,
ENSG00000237972,TUBG1P,ENSG00000237972,processed_pseudogene,442673
ENSG00000131864,USP29,ENSG00000131864,protein_coding,57663
ENSG00000263608,RN7SL353P,ENSG00000263608,misc_RNA,106481020
ENSG00000202257,RNA5S16,ENSG00000202257,rRNA,100169767
ENSG00000259314,AC103739.2,ENSG00000259314,lncRNA,
ENSG00000188732,FAM221A,ENSG00000188732,protein_coding,340277
ENSG00000236496,GPS2P1,ENSG00000236496,processed_pseudogene,392281
ENSG00000271551,AL355297.3,ENSG00000271551,lncRNA,
ENSG00000176623,RMDN1,ENSG00000176623,protein_coding,51115
ENSG00000227684,CROCCP4,ENSG00000227684,transcribed_unprocessed_pseudogene,100421113
ENSG00000179409,GEMIN4,ENSG00000179409,protein_coding,50628
ENSG00000237415,NRBF2P3,ENSG00000237415,processed_pseudogene,643232
ENSG00000280115,AC136603.1,ENSG00000280115,TEC,
ENSG00000264334,AC134978.1,ENSG00000264334,lncRNA,
ENSG00000114315,HES1,ENSG00000114315,protein_coding,3280
ENSG00000234865,ADH5P5,ENSG00000234865,transcribed_processed_pseudogene,
ENSG00000132464,ENAM,ENSG00000132464,protein_coding,10117
ENSG00000139323,POC1B,ENSG00000139323,protein_coding,282809
ENSG00000243830,AC092865.1,ENSG00000243830,processed_pseudogene,
ENSG00000111906,HDDC2,ENSG00000111906,protein_coding,51020
ENSG00000261645,DISC1FP1,ENSG00000261645,lncRNA,101929222
ENSG00000275036,MIR8086,ENSG00000275036,miRNA,102465880
ENSG00000277579,AC244093.3,ENSG00000277579,lncRNA,
ENSG00000281272,,,,
ENSG00000185829,ARL17A,ENSG00000185829,protein_coding,51326
ENSG00000127318,IL22,ENSG00000127318,protein_coding,50616
ENSG00000171720,HDAC3,ENSG00000171720,protein_coding,8841
ENSG00000223056,RN7SKP169,ENSG00000223056,misc_RNA,106480886
ENSG00000188403,IGHV1OR15-9,ENSG00000188403,IG_V_gene,390531
ENSG00000172057,ORMDL3,ENSG00000172057,protein_coding,94103
ENSG00000249392,AC096588.1,ENSG00000249392,lncRNA,
ENSG00000255933,AC117500.2,ENSG00000255933,lncRNA,
ENSG00000176761,ZNF285B,ENSG00000176761,unprocessed_pseudogene,147711
ENSG00000268744,AC008758.4,ENSG00000268744,lncRNA,
ENSG00000265592,,,,
ENSG00000132718,SYT11,ENSG00000132718,protein_coding,23208
ENSG00000254167,IGHV8-51-1,ENSG00000254167,IG_V_pseudogene,28343
ENSG00000223960,CHROMR,ENSG00000223960,lncRNA,101927027
ENSG00000224109,CENPVL3,ENSG00000224109,protein_coding,347549
ENSG00000273143,AL355512.1,ENSG00000273143,lncRNA,
ENSG00000254891,OR4A9P,ENSG00000254891,unprocessed_pseudogene,390137
ENSG00000175785,PRIMA1,ENSG00000175785,protein_coding,145270
ENSG00000127362,TAS2R3,ENSG00000127362,protein_coding,50831
ENSG00000261678,SCRT1,ENSG00000261678,protein_coding,83482
ENSG00000223482,NUTM2A-AS1,ENSG00000223482,lncRNA,728190
ENSG00000179909,ZNF154,ENSG00000179909,protein_coding,7710
ENSG00000107560,RAB11FIP2,ENSG00000107560,protein_coding,22841
ENSG00000265706,SNORD53B,ENSG00000265706,snoRNA,109617012
ENSG00000255094,AC090159.1,ENSG00000255094,lncRNA,
ENSG00000184432,COPB2,ENSG00000184432,protein_coding,9276
ENSG00000242158,RN7SL361P,ENSG00000242158,misc_RNA,106479355
ENSG00000218049,RPL31P33,ENSG00000218049,processed_pseudogene,442218
ENSG00000241804,AC126121.1,ENSG00000241804,processed_pseudogene,
ENSG00000277653,AL354709.2,ENSG00000277653,misc_RNA,
ENSG00000154608,CEP170P1,ENSG00000154608,transcribed_unprocessed_pseudogene,645455
ENSG00000255355,AP000640.2,ENSG00000255355,lncRNA,
ENSG00000254792,AP003716.1,ENSG00000254792,processed_pseudogene,
ENSG00000182103,FAM181B,ENSG00000182103,protein_coding,220382
ENSG00000273025,AC009690.3,ENSG00000273025,protein_coding,
ENSG00000274871,,,,
ENSG00000199293,SNORA21,ENSG00000199293,snoRNA,619505
ENSG00000200816,SNORA38,ENSG00000200816,snoRNA,677820
ENSG00000227432,ASIC4-AS1,ENSG00000227432,lncRNA,105373885
ENSG00000260594,AC099313.1,ENSG00000260594,lncRNA,
ENSG00000217684,RPS3AP24,ENSG00000217684,processed_pseudogene,100271253
ENSG00000277896,,,,
ENSG00000204662,CST9LP1,ENSG00000204662,unprocessed_pseudogene,128820
ENSG00000274601,AC240442.1,ENSG00000274601,unprocessed_pseudogene,
ENSG00000232196,MTRNR2L4,ENSG00000232196,protein_coding,100463285
ENSG00000279503,AL353649.1,ENSG00000279503,TEC,
ENSG00000205856,C22orf42,ENSG00000205856,protein_coding,150297
ENSG00000181950,OR4A13P,ENSG00000181950,unprocessed_pseudogene,81330
ENSG00000235269,LINC02331,ENSG00000235269,lncRNA,105370503
ENSG00000258618,RPL21P9,ENSG00000258618,processed_pseudogene,283562
